id	content
2150	　　当年大唐在漠北与突厥一战，李世绩被突厥大军围困，李世绩于是悬赏死士突围求援，望着周围一眼无边的大军，众军士无人应声……　　李世绩长叹“国无良材，我命休矣，可悲可叹！”。此时，一个身材魁梧的伙头军从众人中走出，在军令状少年宫写下两个歪歪斜斜的大字“谢渊”。　　李世绩觉得此人虽然寒微，但是身上确有一种让人折服的英雄豪气，于是将自己的坐骑和佩剑送给谢渊。当夜谢渊将自己缚于马腹之下，在马上扎了一个披甲的草人。然后将马尾点燃，战马一声嘶鸣，疯狂的向敌军大营冲去，突厥士兵见一人骑着燃火的烈马呼啸而来，纷纷闪避。敌将急忙搭弓一箭射中马上假人，谢渊趁势将假人掷于荒烟蔓草
2151	之中，敌兵纷纷冲向假人，再没有顾及这匹发疯的烈马，谢渊凭借此计成功搬到救兵。而且献策决白河之水，大破突厥，一战成名！
2152	　　李世绩亲自向朝廷为谢渊表功，并将年级轻轻、并无家世的他调入大唐军人的圣地――天策府。　　但志得意满，登车遥望，俨然有治平天下之志的谢渊，却从此默默无闻……　　天策府中诸将个个骁勇善战，但是基本都是开国功臣的世家子弟，家世看得极重，出身贫寒的谢渊又很心高气傲，所以虽然在天策中二十余载，却仍然是一个小小的参将。　　本来心比天高的谢渊也无可奈何，虽然几经挣扎，但是在家世的重压下，他的力量又是如此不堪一击，只能在天策府中度过了无名的数年。
2153	　　他雄心壮志开始泯灭。无奈之下，他醉心于武学，本来天赋禀异的他，几十年间更是突飞猛进，武功已经臻近江湖一流高手的行列。　　在十年一次的天策演武大会上，他更是连败天策二十八高手，一举夺得御赐金牌。　　李承恩也觉得此人有过人之资，对谢渊青睐有加。但演武大会之后，谢渊与天策诸将的关系却日趋紧张，无奈之下，李承恩只好派谢渊为天策与各大门派的联络人，游走江湖之上，谢渊从此渐渐脱离了天策府森严的军事体系，渐渐融入了江湖武林之中。他武功高强，渐渐的大江南北的武林中人也都知道，天策府又出了个叫谢渊的高手。
2154	　　后来恶人谷一战，八大门派落败。　　八大掌门人密会于衡山，议定成立浩气盟，名字取孟子中“浩然之气”的意思，专与恶人谷对抗，但不能辖制各大门派。　　由于各大掌门各自事务繁忙，而浩气盟的地位又举足轻重，所以盟主一位成了最大的难题。本来默默无言的李承恩在此事却态度大变，直言天策谢渊是盟主的不二人选。而纯阳少林等大派却看重与各门派甚有渊源而且正直忠厚的张桎辕。　　正当决疑不下之时，本因避嫌的谢渊却独闯议事厅，当诸掌门面慷慨陈词，历数此战失利之弊和破恶人谷之法，举座叹服。而且张桎辕又主动推举谢渊，因此谢渊便当选浩气盟盟主，而张桎
2155	辕为副盟主。
2156	　　浩气盟成立数月之间，谢渊便策划了三大杀招，充分利用八派之利，广布疑阵，声东击西，将恶人谷外的恶人们各个击破，而且无一人可以逃回恶人谷，手段狠辣，可见一斑。恶人谷的在中原武林的势力几乎绝迹。　　王遗风等十大恶人亲自出动，奇袭落雁峰浩气盟总坛。当他们进入浩气厅，却发现此间并无一人，才知道上了谢渊的当，浩气盟周围已经是杀声四起，浩气七星亲战十大恶人，谢渊与王遗风对拆百招，不露败相，连王遗风也不禁对此人刮目相看，立刻率众人逸走。落雁峰一战，谢渊更是名满江湖，甚至超过了李承恩。而一直郁郁不得志的他也达到了人生的巅峰……
2157	　　恶人谷之战后，谢渊就一直在思考，为什么八派联合却如此不堪一击。　　他觉得八派都是江湖大派，祖制家规已经让他们腐朽不堪，而且门派间又勾心斗角、各怀鬼胎，面对恶人谷、明教、红衣教等强敌时，简直就是一群乌合之众。现在只有凭借浩气盟一统武林，由他来领导各派共抗强敌，方能制胜！而他的想法与天玑翟季真不谋而合，于是浩气盟一边在准备歼灭恶人谷，一边走上了武林盟主的不归路……
2158	　　谢渊一生志大才高，无往不利，唯有挚友“仁剑”穆天磊之死乃是他一生最大的遗憾。　　本来是南坪山望北村的一个剑师，平时以教导村中一些年轻人剑术为爱好，平时也做一些锻造的买卖。早年穆天磊在太衡山冲霄岭同时被七门武者授业。他谨记七门所教给他的人生悟道。两年后，他从太衡山拜别师傅，游历江湖，后来与谢渊相识。　　那时成立的浩气盟选举出的盟主谢渊被恶人谷的四大夜幕刺客追杀到了南屏山穆天磊所在的村子。而穆见谢渊左臂中毒，出手相救，他让谢渊在家暂避了几日，最后风平浪静后谢渊极为感激，并邀请穆加入浩气盟，为天下百姓除害。但是以穆的性格，不愿意与世之争
2159	，于是拒绝了谢渊的邀请。事隔春秋，当血眼龙王为首的明教叛教者杀到南屏山。穆天磊势单力薄，最后战死沙场。妻子带两人的儿子穆玄英流落他乡。　　后谢渊闻此事已经晚矣，他带着大队江湖门派的高手赶到时，南屏山的望北村已经是一片凋零，从此之后许久，谢渊的第一目标便是找到挚友的妻儿，当他最终将穆玄英接入浩气盟之时，或许便已决意将这故人的遗孤培养成浩气盟下一代的领军人……
2160	　　天有九野，何谓九野，中央曰钧天，东方曰苍天，东北曰变天。北方曰玄天，西北曰幽天，西方曰皓天，西南曰朱天，南方曰炎天，东南曰阳天。　　天裂阳不足，地动阴有余。上有九天，下辖十地，善守者藏于九地之下,善攻者动于九天之上。　　与其说九天是一个势力，还不如说是一个组织，因为他们自始至终都是九个人，不会有增加，也不会有减少。一般来说，上代九天在活着的时候就会着意寻找自己的继承人，如果有旧的九天意外死去的时候，那么其他八位就会按照历来的惯例，选择一位合适人选补上。　　第一代九天的成立最早已经是南北朝时期了，自东汉黄巾之乱开始，中华
2161	大地已经经历了数百年的乱世了，长久的战乱波及到中华的每一个角落，到处是家破人亡、妻离子散的惨况，战争一年接着一年，许多代甚至出生在战乱之中，也死于战乱之中，无数的老百姓几乎以为战争将会永远不平息，一直这么打下去。直到公元六世纪，也就是中国历史上北周时期的到来，这一切才有所改变……　　那时候有九位志同道合的年轻人，怀着满腔的热血走到了一起，他们深感世间如此多苦盖是因为混沌战乱所致，所以下定决心要凭一己之力，建立一个大同美好的世界。为了表明自己拥有翻天覆地的决心，故取名九天。
2162	　　九位年轻人各有奇才，有的是富可敌国的大商人，有的是剑术无双的大侠客，有的是用兵如神的兵法家等等。为了实现自己的理想，首先要做的一件事就是结束乱世，于是他们把他们当中的一员推了出来，这个人不是别人，正是当时北周的贵族杨坚。　　之所以选择杨坚，是因为在当时的九天看来，武力统一是最为快捷的办法，而已经握有一定兵权的杨坚，正是一个最好的突破口。果不其然，在其他九天的帮助下，杨坚辅佐北周皇帝控制了中国北方大部分地区，受到了嘉奖。573年杨坚的女儿嫁给了皇太子。五年后，皇帝驾崩，而皇太子患有精神病。继之发生了一场皇位之争。杨坚在这场斗争中力克群臣，终获胜利，于公元5
2163	81年在他四十岁时龙袍加身，面南而坐，成为公认的新皇帝。但是他并不满足于只做北方人的皇帝，由九天众人强大的实力，在做好认真的准备之后，杨坚的军队势如破竹，公元588年攻入南方，次年就统一中国，杨坚成了整个中国的皇帝。为了纪念当初九天在隋龙山山顶的成立，杨坚定国号“隋”。
2164	　　建立了隋朝的九天终于可以为了实现自己的抱负而一展宏图了，首先是为了联系南北的交通，决定修建大运河，其次是吸取自汉以来的陋习，坚决实行所谓“避免制”──郡守不能在他们的出生地任职的政策。这是一种预防措施，即可以防止任人唯亲，同时也可以防止任何郡守获得太大的势力范围。还有最重要的一条就是实行通过科举考试选拔政府官吏的制度。在许多世纪中，这种制度不断地把全国各地和各阶层才华出众的人输送到政府机关，为中国提供了一批又一批非常得力的行政官吏（汉朝最先采用这种制度，但在汉朝灭亡之后的长时期内，许多政府官职都实行世袭制）。　　似乎一切都按照着九天的计划圆满
2165	的进行着，但是这时候九天历史上的第一次大灾难发生了，杨坚不甘于当一个名不副实的中华帝王，见惯了早朝三呼万岁的杨坚已经无法容忍还有八个人可以与自己平起平坐，于是他密谋消灭九天，独掌大权。但是很不幸，这一切举动并没有瞒过隐元会的眼睛，其他几位九天大愕，没想到他们自己中间竟会出这种问题，惊愕归惊愕，事情还是要办，公元604年七月廿八，在九天的巧妙挑拨下，隋文帝杨坚与太子被暗杀，时年六十三岁。人们都认为他是他的次子阴谋的牺牲品，他的次子继承了皇位，史称隋炀帝。
2166	　　杨坚的死去给九天敲响了一个巨大的警钟，即使是他们自己也是由腐化堕落的一天，所以从那以后，九天就有了一条不成文的规矩：凡九天者，不得为帝。同时九天也对新皇帝杨广失去了兴趣，但是他们又决不能坐视不管，他们知道，再这么下去，新的乱世又将会到来，还是需要寻找一个人来结束这乱世，而这一次，他们将目光盯到了太原唐国公李渊的身上……　　在正式加入九天之后，每个人都会放弃自己在世俗中的名字，接受自己上任的名号。平时他们都隐居在全国各地，直到有武林大事发生的时候，他们才会现身。最近的一次--是血眼龙王事件。　　九天到底是由哪九个人组成的，没
2167	有人知道，包括号称无所不知的隐元会。　　但是，有一个传闻大家却深信不疑，剑圣--其实就是九天中的皓天君！　　那么，其他八个人呢？
2168	　　九天存在的目的就是建立大同美好的世界。这是古代儒家所宣传的最高理想世界。　　九天所最厌恶的，便是战争，其次是那所谓正邪的对立，在最初的九天看来正邪并无所谓的本质区别，但切不可有一方压倒另一方的态势，否则便是战乱的开始，也是将是向大同社会发展的阻碍。每个民族的复兴，就有一个民族的衰落；每个国家的兴亡，就有一场新的战争。每次人类的进步就，就有一次新的革命，旧的东西永远都是悲剧，因为它要被后人评论为失败者，而胜利的人们可以抹杀他的历史，胜利者永远都是正义的，失败者永远是邪恶的……这种理念又常常陷于一种矛盾之中，为了平息战乱，他们不得不发起一场新的战
